/playlist?id=5212877669,[EDM Progressive House] 感受电音正能量,431万,云音乐电音专区
/playlist?id=7336545029,[卧室漫游] 盖上被子 独享你心里的宇宙,119万,云音乐官方歌单
/playlist?id=5252671474,[Trip Hop] 神游舞曲 致幻神游,434万,云音乐电音专区
/playlist?id=7403566770,[健身必备] 动感节奏点燃训练激情,219万,云音乐官方歌单
/playlist?id=2829816518,[欧美私人订制] 最懂你的欧美推荐 每日更新35首,41794万,云音乐官方歌单
/playlist?id=7479923898,[HIIT一下] 热力节奏，极速燃脂！,70万,云音乐官方歌单
/playlist?id=7461646215,[她力量] 手握麦克风的她们势不可挡,88万,云音乐官方歌单
/playlist?id=7725920397,[徒步随响]深秋轨迹，在路途中找答案,16万,云音乐官方歌单
/playlist?id=2859214503,[一周欧美上新]Alec Benjamin热单《Paper Crown》重录发行,3689万,云音乐官方歌单
/playlist?id=7680903955,[出门大作战] 合着音乐不紧不慢,98833,云音乐官方歌单
/playlist?id=7461440491,[HipHop练习曲] 律动型歌荒拯救计划,168万,云音乐官方歌单
/playlist?id=5212729721,[欧美点唱机] 重温热播欧美流行单曲 每日30首,2748万,云音乐官方歌单
/playlist?id=6675213621,[当代节奏布鲁斯] 来一杯丝滑且醇厚的R&B咖啡,170万,云音乐官方歌单
/playlist?id=6654532835,[打游戏听说唱] 说唱律动是你最佳游戏伴侣,675万,云音乐官方歌单
/playlist?id=5395488578,[一周欧美说唱] 嘻哈众星云集Metro Boomin新专,756万,云音乐官方歌单
/playlist?id=2829779628,[运动随身听] 必听活力音乐燃料 今天运动了吗,8427万,云音乐官方歌单
/playlist?id=7669623718,Chill Time丨浸润于夜色中的一抹寂静,10万,丨IIIIIIIIII丨
/playlist?id=6948039584,微醺｜R&B 慵懒 浪漫氛围感,667万,-孤岛与海_
/playlist?id=7717519184,Chill Time丨围炉夜话 温酒煮茶,27693,丨IIIIIIIIII丨
/playlist?id=7641567359,Chill Time丨安逸恬静的舒适角落,22544,丨IIIIIIIIII丨
/playlist?id=7636411529,英文说唱丨欧美腔调与丝滑Flow的化学反应,42万,芳心收集人士
/playlist?id=2863615757,双倍快乐 | 听了心情会变好,394万,RgC2
/playlist?id=7559330337,Chill Time丨落日渐沉 晕染宁静小时光,10万,丨IIIIIIIIII丨
/playlist?id=6960440256,一些很欲 缠绵 性感 的歌｜欧美,354万,alwaysbeROMANTIC
/playlist?id=7647692003,『地下/匪帮/New Wave』Trap 陷阱说唱,43430,贝嘞个京泽
/playlist?id=7644469463,秋游絮语➹轻快律动，氤氲遐想氛围,18万,Martin网易云Carlos
/playlist?id=7711019881,暖心抚慰丨浪漫翻涌成诗 邂逅美好冬日,15223,丨IIIIIIIIII丨
/playlist?id=7629023289,清舒音萃♬灵动电子，加班必备,19万,Martin网易云Carlos
/playlist?id=7668604332,『欧美』单曲循环百遍都听不腻的优质女声,83608,冷森Listen
/playlist?id=7672668302,2小时沉浸式健身：开启电子碎脂机✔,10万,Martin网易云Carlos
/playlist?id=7228606210,[节奏控]【超好听的小众英文歌】,738万,h枯燥
/playlist?id=7635460898,欧美小调｜沉溺于温柔的迷人旋律,17550,永远ok丨
/playlist?id=7694702474,清新疗愈氛围☁沉溺灵动音律(˵¯͒〰¯͒˵),91554,Martin网易云Carlos
/playlist?id=7639357328,电子灵动夜♠假期宇航，独享欢畅,14万,Martin网易云Carlos
/playlist?id=7687416720,37.2°C电子❀遐想氛围，微醺治愈,52570,Martin网易云Carlos
/playlist?id=7737523640,西海岸说唱 | Trap陷阱给大脑过电,44218,让梦感动你
/playlist?id=7699408632,Justin Bieber | 起起落落归来仍是少年,48361,芳心收集人士
/playlist?id=6620086396,很chill的R&B歌单 节奏布鲁斯 欧美,1134万,alwaysbeROMANTIC
/playlist?id=7739228781,逃离城市计划｜别赶路 去感受路,44300,雾岛与歌
/playlist?id=2155383482,正宗好货 | 请打开随机播放收听,392万,Trickyboiii
/playlist?id=7685677806,欧美乡村民谣｜娓娓道来的故事,4762,榴芒小白粥
/playlist?id=7709164755,解压电子☁自律学习の心情调色盘,71129,Martin网易云Carlos
/playlist?id=7635705596,电子多巴胺：完美身材练出来✌,37979,Martin网易云Carlos
/playlist?id=7725696145,辣妹必入 糟糕已经开始辣了！,10420,晚秋月色
/playlist?id=7648026850,游戏宅专享♛助燃神曲，逆风也嚣张！,43401,Martin网易云Carlos
/playlist?id=7417914721,DOiS微醺 性感情调| 氛围感拉满,281万,迷藏lb
/playlist?id=7744826670,英式微醺 | 酿造浓郁香醇午间时光,18124,迷藏lb
/playlist?id=7671850006,节奏控•盘点那些忍不住单曲循环的电音歌曲,23258,冷森Listen
/playlist?id=7642263761,欧美电子⚡️甜美女声心动瞬间,63456,贝克克y
/playlist?id=7745046896,迎着风向驰骋 | 追赶日落的余晖,25201,迷藏lb
/playlist?id=2518831221,英文歌的天花板,3047万,ruiRuishy
/playlist?id=7676292648,戴上耳机｜一个人听｜全世界都是你的,30737,你的媛宝宝鸭
/playlist?id=2445945181,"我永远屈服于温柔，你是温柔本身",898万,杉茶先生
/playlist?id=7740415503,毒性Drill精选UK Drill+US Drill更新⬆,7910,YeahAyy
/playlist?id=6755721491,欧美｜落日黄昏浪漫至死不渝,247万,PinkSway
/playlist?id=7659052715,Future Bass✰恣意低音，潺暝滤波激流,20633,Martin网易云Carlos
/playlist?id=7696396254,电子情话：随微甜音弦摇曳生姿♥,7995,Martin网易云Carlos
/playlist?id=7663766562,欧美电子｜旋律柔和男声柔情似水,12682,Headhunter-z
/playlist?id=7702352213,溺幻男电：治愈磁嗓の浪漫美学,18781,Martin网易云Carlos
/playlist?id=7651646901,夜电空间站☁缥缈如梦，漫游女电宇宙,11275,Martin网易云Carlos
/playlist?id=5169111277,放轻松 就当漫游地球 来和我一起听吧！,1323万,大大怪怪阿姨
/playlist?id=7644330173,打工人必备｜通勤路上的必备单曲,25507,嘿-Tedua
/playlist?id=7665597792,【欧美】perception本人喜欢系列,11679,h枯燥
/playlist?id=7634432323,降暑海风：致瘾音浪，解除疲惫枷锁,8545,Martin网易云Carlos
/playlist?id=7711305853,小众嗜好丨想借你心头的月亮乘进一片浪漫,17193,丨IIIIIIIIII丨
/playlist?id=7671666225,欧美向 | 意境氛围感 沉溺于迷人旋律,5862,迷藏lb
/playlist?id=6881875036,[ 复古留聲机 ] 浪漫的千百种表达方式,146万,秋chill的首席推歌官
/playlist?id=7666692201,出游Vlog：惬心韵律，电子疗愈指南,14287,Martin网易云Carlos
/playlist?id=7630565572,灵魂休憩站丨世界平凡 却处处点缀着小奇迹,28966,丨IIIIIIIIII丨
/playlist?id=6954660951,「欧美」情遇英式小酒馆的浪漫✨,1048万,-沐安_
/playlist?id=7699218822,［欧美流行］唯美清新的动人格调,2620,南子容
/playlist?id=7714142065,孤独药剂 | 失意来袭如鲸落海底,26989,迷藏lb
/playlist?id=2952117017,晚安曲丨生活细碎 万物成诗,107万,丨IIIIIIIIII丨
/playlist?id=5032026292,小众歌单‖治愈温柔英文歌曲 ♬ ,444万,-孤岛与海_
/playlist?id=7779094592,刷题随想曲：醒目韵律，电子强心剂,6168,Martin网易云Carlos
/playlist?id=2561623331,那些好听到单曲循环的歌,1105万,_灵芝甘露
/playlist?id=5172099805,复古浪漫丨与你消磨精致而苍老的宇宙,173万,丨IIIIIIIIII丨
/playlist?id=5269453086,「Hip-hop研究所」潮酷出街丨开启你的Swag,195万,丨IIIIIIIIII丨
/playlist?id=7661865326,Future乌托邦♠赛博气息，沉溺致幻灵动,6147,Martin网易云Carlos
/playlist?id=7587529865,Chill Time丨游弋于晚风中的悠然心绪,58781,丨IIIIIIIIII丨
/playlist?id=6968174686,慵懒小众｜神曲级别迷幻吟唱,552万,花信空
/playlist?id=5240172096,戴上耳机•拥抱美好与今晚的秋风,538万,樱桃味音乐
/playlist?id=2174828773,【治愈】 清晨与落日，缓缓而幸福,438万,鼠一属二
/playlist?id=5180437876,日落大道｜晚霞棕榈下的复古心绪,369万,NeilShine_
/playlist?id=167966646,『New RnB』最新R&B味道，也许你都没有听过,293万,VEEZiE_WYGD
/playlist?id=7761920646,『欧美•精选』我要死在虔诚的雨夜里,82061,purpleUuv
/playlist?id=2771125155,盛夏荷尔蒙 | 通勤路上的心动旋律,416万,弄潮儿电台
/playlist?id=7479752224,「快乐星球」 会让你心情变好的英文歌,69万,柠暖鸭
/playlist?id=7710723557,2022 乡村音乐三榜冠军 + CMA 年终提名合辑,6395,伦敦酒吐座
/playlist?id=2236335577,英美老派情调┃一个人也可以幸福的安静听歌,157万,阡陌隐兮
/playlist?id=2393030002,开车听的美国乡村音乐（B）,507万,马克安德森
/playlist?id=2094091970,【R&B】慵懒的感觉非常舒服,3777万,猴里贵好想吃豆腐花
/playlist?id=3229941142,【R&B】在璀璨星河下微醺 喝杯小酒吧！,2375万,猴里贵好想吃豆腐花
/playlist?id=634740435,浪漫世界的R&B——咖 啡 馆,275万,LadyLuna_
/playlist?id=168315852,『R&B and RnB』R&B巅峰时期作品大全,136万,VEEZiE_WYGD
/playlist?id=2727853808,超级安利的午后必听英文歌曲,1298万,TeMpT-y
/playlist?id=7751945947,运动燃料｜畅享一剂兴奋燃脂,59117,雾岛与歌
/playlist?id=383630156,点进来记得开随机播放:),814万,VITESSE552
/playlist?id=7411788423,Chill Time丨夏日海风与棕榈树的浪漫遐想,57232,丨IIIIIIIIII丨
/playlist?id=509250429,酷仔俱樂部 | 型男辣妹都在听什么,75万,弄潮儿电台
/playlist?id=2709554023,好听到炸的英文歌单！！！好歌单，不解释。,1129万,cloud_杰
/playlist?id=7079126547,想和你一起微醺曖昧 ｜沦陷于此,234万,怡爆炸
/playlist?id=2882480606,法式清新°普罗旺斯里的浪漫时光,58万,鹿北浠
/playlist?id=6849008938,小众好听英文歌｜宝藏音乐时光,153万,Headhunter-z
/playlist?id=7701946542,Drift Phonk精选 来自冯克感漂移隐隐压迫感,2598,内啡肽_Fentany丨
/playlist?id=2015397679,适合努力学习英语时听的歌曲,2935万,xept
/playlist?id=22409444,独享时光，在旅行中找到自己,78万,墨_子陳
/playlist?id=433008347,寻一处僻静角落听大叔弹唱,755万,泥娃娃Doll
/playlist?id=7359306721,欧美小众| 惊艳世俗的极致氛围,71万,迷藏lb
/playlist?id=987527362,极致旋律丨超好听的欧美歌曲,1208万,马翊辰
/playlist?id=2853788694,Random丨听着就很快乐的英文歌,1285万,-柚梨-
/playlist?id=465977205,〖温柔男嗓〗 磁性的声音给你不一样的心动,745万,浮丨光
/playlist?id=6906940428,沉溺在致幻陷阱,63万,lOriagxN
/playlist?id=7657723477,欧美电驾EDM♛动感竞速模式ON！,18831,Martin网易云Carlos
/playlist?id=7422454990,旋律R&B｜梦幻、甜蜜、荡漾氛围的爱,113万,Bzstrive
/playlist?id=2623441208,『欧美』热榜pop流行宝藏英文歌曲·持续更新,235万,-李钟硕的yan儿-
/playlist?id=7705954077,电溺叛音☛节奏强心剂，越战越勇,8344,Martin网易云Carlos
/playlist?id=3081785422,床上的那些氛围感€̈,408万,JeanaChong
/playlist?id=571917644,「法式嗓音」美如画的意境,171万,八月夏末_
/playlist?id=2770619504,感觉会在纽约街头潮店听见的高级英文歌,406万,小熊一天吃两罐蜂蜜
/playlist?id=5066895299,黄昏序曲｜温柔节奏✘冷门宝藏旋律,66万,NeilShine_
/playlist?id=2748492595,欧美万评优质女声•萦绕耳畔忆于心间,3506万,冷森Listen
/playlist?id=7452127803,加州旅行丨逃离都市 落日下的浪漫飞驰,21万,丨IIIIIIIIII丨
/playlist?id=7602291258,［慵懒微醺］出逃吧 在日落黄昏前,70421,芳心收集人士
/playlist?id=6662878509,即刻律动 • 节奏当道 | R&B/Trap/Hip-Hop*,202万,Bronkent
/playlist?id=7622185848,「欧美民谣」温软小调，诗般美好,54666,倾天奏梦
/playlist?id=2653868848,【德语】莱茵河畔之风拂过心田,26万,Tiera_____
/playlist?id=7674077054,S1-S12英雄联盟全球总决赛主题曲,1913,Just-7ccc
/playlist?id=5475161057,民谣小调丨轻倚光阴 无尽闲暇在此刻,18万,丨IIIIIIIIII丨
/playlist?id=5474316010,『英文小调』你是我疲惫生活里的希望与糖,193万,陈笑一Joylyn
/playlist?id=4862269763,欧美男嗓丨那些怦然心动的瞬间 都和你有关,53万,丨IIIIIIIIII丨
/playlist?id=7392935677,悲伤情绪店•承受心天季候，度过无你的四时,29万,鼠一属二
/playlist?id=7636099627,动画｜赛博朋克：边缘跑手｜,48万,恰如你所爱
/playlist?id=3129171154,E xplicit 脏版,375万,kesh-i
/playlist?id=3101613217,【溫柔嗓音】keshi/demxntia,175万,月亮錯覺
/playlist?id=2703033645,『1w+热评』欧美万评撩耳男声（单曲循环）,6784万,冷森Listen
/playlist?id=2883560847,节奏感强的英文歌[抓耳的旅律不断响起],703万,冷艳争春喜烂然
/playlist?id=2941287037,那些好听又找不到的英文歌～,516万,RNG子轩
/playlist?id=2641429775,一个适合随机播放的英文歌单,127万,______飏
/playlist?id=2335937641,『走路带风』那些气场十分强大的歌曲,209万,挪威的童话
/playlist?id=7274227578,「R&B入耳即醉1.0」放松心情 缓解焦虑,97万,RyanZ阿郑
/playlist?id=7754275915,Melodic Dubstep☁浩瀚唯美，灵魂救赎,788,Martin网易云Carlos
/playlist?id=5377792761,开心能量棒 | 点亮心情的冷门宝藏,127万,弄潮儿电台
/playlist?id=6678233267,温暖爵士｜咖啡与猫，治愈周末时光,160万,十三逆旅Cobain
/playlist?id=2503601617,Trap｜R&B 在你的生命里加点黄色,155万,奇怪少女7
/playlist?id=2289361714,【99℃耳朵怀孕系列】值得单曲循环的英文歌,587万,是你的顾柒柒_cc
/playlist?id=373584919,『惊艳女声』那些旋律沦陷的英文佳作,2515万,棕鹿与独角兽
/playlist?id=2374986047,『惊艳男声』那些旋律沦陷的英文佳作,1353万,棕鹿与独角兽
/playlist?id=6606528455,欧美精选| 温柔轻唱，散步兜风恰好时,363万,数学能有什么坏心思呢
/playlist?id=1983368251,冷门另类 | 宝藏歌单,11万,UncleAllen_龍哥
/playlist?id=6860376211,好听的英文歌持续更新,849万,洛林s
/playlist?id=882129731,节奏感超好的英文歌,425万,你认识hwh吗
/playlist?id=2730291578,「皱起的雾」夜空中潜沉着死去的月亮,801万,独行的棕鹿
/playlist?id=2331033946,R&B/Jazz/Lofi/Neo Soul…适合跳舞的soul歌,10万,Rootskool
/playlist?id=6644781537,自信元气站 | 新一天的正能量补给,100万,弄潮儿电台
/playlist?id=11067348,世界顶级沙发酒吧音乐。,1605万,雰川水也
/playlist?id=395901752,〔天使坠落〕敏感是万恶之源,272万,Seumas
/playlist?id=2369249132,英式说唱的进化UK drill,15万,韭菜君总是如此慵懒
/playlist?id=7637183021,温柔英文｜暖风与花香的世界,322,贝克克y
/playlist?id=7636917706,那些一遍上头的BGM精选合集［百听不厌］,62927,Genight
/playlist?id=2634243359,=》晚安曲《= ⠀月亮今晚盖上了软fufu的棉被,964万,鹿北浠
/playlist?id=319588027,安德烈·波切利精选集~穿越心灵的声音,131万,音乐爵士-61F
/playlist?id=891370354,热血燃向｜提神醒脑防瞌睡型BGM,4862万,是走一步
/playlist?id=7750012737,居家清新电韵❀旋律与心情完美触碰,485,Martin网易云Carlos
/playlist?id=2218362915,“因为遇到了温柔的人 所以想温柔待人”,135万,树洞狸奴
/playlist?id=5010875832,闻香寻味｜时光沉淀后方感深邃,288万,52赫兹共振
/playlist?id=480953725,拽宝们必备 | Trap Rap 加持 一听不可收拾,158万,复古的心
/playlist?id=455529212,慢节奏欧美 | 轻吟倾诉，晚来之时风停雨落,88万,Themint
/playlist?id=89272476,在欧洲田园般的乡村小路骑单车/不定期更新,895万,DutchDanny
/playlist?id=6919282294,Hip-hop | 又拽又酷的小姐姐歌单,290万,WUlian_M
/playlist?id=6839052279,惊艳女嗓丨极致个性 闻声心动的旋律,155万,丨IIIIIIIIII丨
/playlist?id=5483061073,10w+评的英文歌 极品好听,501万,是橙子不是橘子a
/playlist?id=5200022097,微醺 慵懒 高级感 [又纯又欲],662万,邓邓yuuuu
/playlist?id=2836076568,『晚安夜曲』万籁俱寂，与世界共眠,323万,十三逆旅Cobain
/playlist?id=5259216619,【2022 Indie Music 全球鉴赏】新歌推荐,20万,伦敦酒吐座
/playlist?id=6849275494,舒适节奏丨日光微醺 静享午后惬意时刻,30914,丨IIIIIIIIII丨
/playlist?id=5153592120,惬意舒适★温馨的阳光照着柔软的枕头,659万,樱桃味音乐
/playlist?id=6883618134,【节奏控】一秒心动专属欧美精选,349万,稥澍
/playlist?id=2163570373,➡️一听就上瘾的英语歌曲⬅️❤️,535万,雪宝krit
/playlist?id=5259255791,情窦初开年华，能有幸遇上你。,186万,Laurieer
/playlist?id=7599174336,R&B氛围丨万缕柔情 拂动心弦,41834,丨IIIIIIIIII丨
/playlist?id=5204401228,『R&B』温柔与慵懒交织的氤氲梦境,381万,irot1npieces
/playlist?id=2237048282,【万评电音】抬头，已是一片星海,2302万,谐星七十六号
/playlist?id=2632895324,欧美流行 | 好听到单曲循环的宝藏歌曲,500万,青钢怎可恋人影
/playlist?id=2746193185,"卧室温柔/性感/慵懒向/u are my desire.",277万,脏鱼L
/playlist?id=2693651565,欧美轻松小调丨洗澡/自嗨/刷牙/护肤/写作业,517万,babeejoey
/playlist?id=6960118200,当我在地铁上误连别人的手机蓝牙后,248万,酥崽子今天早点睡嘿
/playlist?id=7623827624,微醺温柔/R&B旋律的浪漫,64050,MAOYOUGG
/playlist?id=2584413932,R&B | 极致女声-或低沉性感或甜美柔情,540万,口袋里的黑白键
/playlist?id=802186231,安静的英文歌，舒缓心情,411万,戴尔摩斯
/playlist?id=932071711,画画时听的歌 艺术 设计 (专注的做一件事),343万,无所谓的灵魂
/playlist?id=7488984978,暖阳微醺｜所幸世上有光总会相遇的,28万,月亮藏不住的小情绪
/playlist?id=6597679343,慵懒随性 | 戴上耳机舒适度100%,782万,期待每次见面
/playlist?id=5193221116,黄昏将至| 蓝调R&B奏响日落橘海,29850,迷藏lb
/playlist?id=2411629173,温柔英文歌-睡觉专用,3700万,柚uze
/playlist?id=2140808907,Louis Vuitton 路易威登（店内曲精选）,340万,Carroll-Hall-Shelby
/playlist?id=2521376051,宿醉感 | 在一个暮色沉沉的早上醒来,412万,未完成的渥修斯基
/playlist?id=129706870,【监听煲机测试】母带32BitDSP 24K德国HD,171万,马文威
/playlist?id=77695007,超好听的小清新英文歌1,1375万,yml-michelle
/playlist?id=2979201561,「下午茶」街角咖啡店 悠闲下午茶,144万,Amber丶Queen
/playlist?id=6607186274,Vintage | 复古漩涡 让灵魂保持分解,61万,尘埃之海
/playlist?id=5363172472,很温柔吧 | 一秒沦陷的小众沉溺嗓音,562万,布洛芬解药
/playlist?id=7722484417,星际漫步物语☛慢节奏燃脂格调,280,Martin网易云Carlos
/playlist?id=6994450975,【浓情爵士】久经思念的黄昏，缓缓而来的你,22万,鼠一属二
/playlist?id=2856131956,英文歌|干净舒适温柔治愈系,1225万,-倦猫_
/playlist?id=7026289543,日落兜风丨 穿梭在光影之间的跃动音符,22万,丨IIIIIIIIII丨
/playlist?id=2839184829,超级无敌好听的英文歌.,1830万,TXJS007
/playlist?id=2513522691,梦龙 酷玩 魔力红 林肯公园 共和时代,62万,-Crist-Francis-
/playlist?id=54064296,◎情调【怡情咖啡屋】,104万,潮画
/playlist?id=2161803752,欢快小调·清凉节奏唤醒你的抖腿因子,565万,树洞狸奴
/playlist?id=19971832,20首欧美经典电影的经典金曲,151万,墨_子陳
/playlist?id=7657263116,慵懒～放空|让那些不好的情绪都消失吧,1563,__komorebi-_
/playlist?id=429253487,Hip-Hop/90s/Golden Age/Old School,74万,ZTM41
/playlist?id=7739212509,『刷题充电宝』奋笔疾书，思绪动起来！,1048,Martin网易云Carlos
/playlist?id=7743155621,俄语·听不懂也能爱上的旋律,11124,AdeeL丨
/playlist?id=2678572883,开口就是沦陷～,519万,C99S4
/playlist?id=7018479608,灵魂歌手Adele回归|空灵嗓音诠释纯粹深情,352万,网易云音乐
/playlist?id=36432129,NICE SONG 金曲集,289万,雰川水也
/playlist?id=2514269356,欧美微醺 · 韵味十足的高级爵士女嗓,561万,shakemyhead
/playlist?id=311692545,【民谣盛宴】100首必听欧美民谣,3076万,pure日月
/playlist?id=7658518955,【Pitchfork】90年代最佳250首歌曲,8918,Keung13
/playlist?id=2160524528,经典而又浪漫的爵士乐，绝不能错过,46万,云音乐曲库
/playlist?id=7640890321,Future Bounce⚡弹跳音律，失重金属领域,2090,Martin网易云Carlos
/playlist?id=153717657,慵懒鼓点 舒服到骨子里,270万,云村人
/playlist?id=2920934734,『怀旧欧美』百首不得不听的英文经典,148万,枫jackie
/playlist?id=7748364873,运动不息｜保持速度 尽享呼吸间的酣畅淋漓,62531,ClairoToday
/playlist?id=2414158210,英语课上的那些英文歌【青春印象】,1766万,云音乐曲库
/playlist?id=5352821257,「欧美」比伯 萌德 戳爷 碧梨 断眉 黄老板.,588万,艾尔艾克斯
/playlist?id=2151381888,『欧美风』节奏感｜运动｜醒脑｜耳孕专用,429万,Cceciliao
/playlist?id=2077372083,女声控 | 愿你被这世界温柔以待,68万,薄荷奶啵啵
/playlist?id=7674912583,迷醉微醺R&B｜灵魂比肉欲要性感得多,27508,夏日与晚安君
/playlist?id=1984845175,『Taylor·Swift』美国甜心的音乐世界！全集,21万,Chloris-Cc
/playlist?id=3018739880,晚安曲‖开普勒的浪漫 只有银河知道,307万,ClairoToday
/playlist?id=7755264499,冬日氛围｜寂寥旋律 虚无缥缈的疏离,44602,Bzstrive
/playlist?id=932176943,「PB-R&B 」另类迷幻的空灵音律。,453万,JazzLove
/playlist?id=2051476669,trap，嘻哈榜，（最洗脑的歌曲）,171万,Boy2099
/playlist?id=398767929,新迷幻/Dreampop｜灵魂泳池,66万,南北包子君
/playlist?id=7628982676,黑胶酒馆|耳畔的浪漫眼中的你,6937,爱做音乐的E8r
/playlist?id=647135926,『欧美前奏控』论歌曲前奏的重要性,1642万,冷森Listen
/playlist?id=630304838,溫柔宇宙的核心,309万,i9xx
/playlist?id=7376592408,郊游必备丨沿路的旅途邂逅美妙的奇遇,42万,丨IIIIIIIIII丨
/playlist?id=7709014791,Chill Time丨一个人的惬意与安宁,123,丨IIIIIIIIII丨
/playlist?id=504347934,开口就爱上的欧美音乐【慎点！】,6329万,ModernTony
/playlist?id=987359473,戳爷 六公主 碧梨 萌德 断眉 黄老板 joji…,588万,-Crist-Francis-
/playlist?id=2186405575,【Rap】说唱嘛 跟着晃就完事了,614万,猴里贵好想吃豆腐花
/playlist?id=768352357,深情密码 | 醉入沧桑男嗓的岁月与沉浮,168万,KillBunny
/playlist?id=2818648102,「雷鬼音乐500首精选」雷鬼党必藏歌单,34万,侠侣亲子-许天准
/playlist?id=2848226139,欧美｜极品旋律 无限循环！,1671万,跟风的胖虎
/playlist?id=7448280652,纵享丝滑好旋律,43549,lOriagxN
/playlist?id=7635470680,欧美说唱丨惊艳耳膜的快乐音符,2262,永远ok丨
/playlist?id=5472208221,欧美|单曲循环系列「持续更新」,95万,人帅个高小汤姆
/playlist?id=6907243774,好听到爆的温柔英文歌曲,60764,wzh1one
/playlist?id=2324605704,【化妆】拽姐的专属BGM,2159万,单杀修女_
/playlist?id=7738198309,「冬日恋歌」有你在才是冬天该有的模样,25727,夏日与晚安君
/playlist?id=7212442830,「欧美说唱」温柔rap唱给你听,62532,The_Shire
/playlist?id=7723787675,历久弥新丨放在时间胶囊里的经典记忆,26126,丨IIIIIIIIII丨
/playlist?id=7634755939,曼哈顿海滩的夜晚｜空气中绵延着迷人的情调,6367,戴知山
